Entrez Gene ID,Symbol
14178,Fgf7
14182,Fgfr1
14183,Fgfr2
14184,Fgfr3
14186,Fgfr4
99571,Fgg
14191,Fgr
14194,Fh1
14219,Ccn2
14225,Fkbp1a
14227,Fkbp2
14228,Fkbp4
14239,Foxs1
14246,Flg
14247,Fli1
192176,Flna
68794,Flnc
14254,Flt1
14255,Flt3
14256,Flt3l
14257,Flt4
14265,Fmr1
14268,Fn1
14275,Folr1
14276,Folr2
14281,Fos
14282,Fosb
14287,Fpgs
14308,Fshb
14309,Fshr
14311,Cidec
14313,Fst
14319,Fth1
14325,Ftl1
14337,Ftl2-ps
71665,Fuca1
14345,Fut4
14349,Fv1
14360,Fyn
14375,Xrcc6
14377,G6pc
14387,Gaa
14390,Gabpa
14391,Gabpb1
213054,Gabpb2
14394,Gabra1
14395,Gabra2
14396,Gabra3
14397,Gabra4
110886,Gabra5
14399,Gabra6
14400,Gabrb1
14401,Gabrb2
14402,Gabrb3
14403,Gabrd
14406,Gabrg2
14407,Gabrg3
14408,Gabrr1
14409,Gabrr2
232333,Slc6a1
14411,Slc6a12
14412,Slc6a13
243616,Slc6a11
14415,Gad1
382407,Gad1-ps
14417,Gad2
14420,Galc
14419,Gal
14430,Galt
14432,Gap43
14433,Gapdh
14447,Gapdhs
14450,Gart
14451,Gas1
14453,Gas2
14455,Gas5
14456,Gas6
14460,Gata1
14461,Gata2
14462,Gata3
14463,Gata4
14466,Gba
14468,Gbp2b
231044,Gbx1
14472,Gbx2
14473,Gc
14526,Gcg
14528,Gch1
14537,Gcnt1
14544,Gda
14555,Gpd1
14559,Gdf1
14560,Gdf10
14562,Gdf3
14563,Gdf5
242316,Gdf6
238057,Gdf7
17700,Mstn
14566,Gdf9
14580,Gfap
14583,Gfpt1
110175,Ggct
14594,Ggta1
14595,B4galt1
14598,Ggt1
14599,Gh
14600,Ghr
14601,Ghrh
14602,Ghrhr
14608,Gpr83
14609,Gja1
14611,Gja3
14612,Gja4
14613,Gja5
414089,Gja6
14615,Gjc1
14618,Gjb1
14619,Gjb2
14620,Gjb3
14621,Gjb4
14622,Gjb5
14632,Gli1
14633,Gli2
14634,Gli3
14635,Galk1
14645,Glul
14646,Glns-ps1
109801,Glo1
14651,Hagh
14654,Glra1
237213,Glra2
110304,Glra3
14657,Glra4
14658,Glrb
14660,Gls
14661,Glud1
104277,Glud-ps
20525,Slc2a1
20527,Slc2a3
20528,Slc2a4
14663,Glycam1
14664,Slc6a9
14667,Gm2a
14670,Gnl1
14672,Gna11
14673,Gna12
14674,Gna13
14675,Gna14
14676,Gna15
14677,Gnai1
14678,Gnai2
14679,Gnai3
14680,Gnal
14681,Gnao1
14682,Gnaq
14683,Gnas
14685,Gnat1
14686,Gnat2
14687,Gnaz
14688,Gnb1
14693,Gnb2
14695,Gnb3
14708,Gng7
14714,Gnrh1
14715,Gnrhr
14718,Got1
14719,Got2
14725,Lrp2
14751,Gpi1
14772,Grk4
76282,Gpt
14782,Gsr
14784,Grb2
14797,Tle5
14799,Gria1
14800,Gria2
53623,Gria3
14802,Gria4
14803,Grid1
14804,Grid2
14805,Grik1
14806,Grik2
14807,Grik3
110637,Grik4
14809,Grik5
14810,Grin1
14811,Grin2a
14812,Grin2b
14813,Grin2c
14814,Grin2d
14815,Nr3c1
14824,Grn
225642,Grp
14827,Pdia3
14828,Hspa5
14829,Grpr
14836,Gsc
14842,Gsx1
14843,Gsx2
227753,Gsn
14854,Gss
14859,Gsta3
14862,Gstm1
14863,Gstm2
14865,Gstm4
14858,Gsta2
14869,Gstp2
14870,Gstp1
14923,Guk1
110006,Gusb
14934,Gypa
14950,H13
14955,H19
14958,H1f0
14960,H2-Aa
14964,H2-D1
100504404,H2-Ea
14969,H2-Eb1
381091,H2-Eb2
14972,H2-K1
630499,H2-K2
14976,Pfdn6
14977,Slc39a7
14979,H2-Ke6
224756,H2-M1
14990,H2-M2
14991,H2-M3
14992,H2-M4-ps
240095,H2-M5
14994,H2-M6-ps
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
108168314,H2-Pb
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
625285,H2-Q3
15015,H2-Q4
15016,H2-Q5
110557,H2-Q6
15018,H2-Q7
15024,H2-T10
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15061,Ifi44l
109815,Selenos
15107,Hadh
15109,Hal
15112,Hao1
56185,Hao2
107435,Hat1
15122,Hba-a1
110257,Hba-a2
15124,Hba-ps3
383229,Hba-ps4
15126,Hba-x
15132,Hbb-bh1
436003,Hbb-bh2
15134,Hbb-bh3
15135,Hbb-y
15139,Hc
15160,Serpind1
15162,Hck
15170,Ptpn6
15186,Hdc
15194,Htt
15200,Hbegf
15209,Hesx1
15211,Hexa
15212,Hexb
15233,Hgd
15234,Hgf
15235,Mst1
211323,Nrg1
15242,Hhex
107626,Asmt
110153,Vis1
15267,H2ac18
110521,Hivep1
15275,Hk1
217082,Hlf
15284,Hlx
15288,Hmbs
15289,Hmgb1
108168111,Hmgb1-ps9
15312,Hmgn1
15331,Hmgn2
97165,Hmgb2
15356,Hmgcl
15357,Hmgcr
15361,Hmga1
111241,Hmga1b
15368,Hmox1
15394,Hoxa1
15395,Hoxa10
15396,Hoxa11
15398,Hoxa13
15399,Hoxa2
15400,Hoxa3
15401,Hoxa4
15402,Hoxa5
15403,Hoxa6
15404,Hoxa7
15405,Hoxa9
15407,Hoxb1
103889,Hoxb2
15410,Hoxb3
15412,Hoxb4
15413,Hoxb5
15414,Hoxb6
15415,Hoxb7
15416,Hoxb8
15417,Hoxb9
209448,Hoxc10
109663,Hoxc11
15421,Hoxc12
15423,Hoxc4
15424,Hoxc5
15425,Hoxc6
15426,Hoxc8
15427,Hoxc9
15429,Hoxd1
15430,Hoxd10
15431,Hoxd11
15432,Hoxd12
15433,Hoxd13
15434,Hoxd3
15436,Hoxd4
15437,Hoxd8
15438,Hoxd9
15439,Hp
15445,Hpd
15450,Lipc
15452,Hprt
15460,Hr
15461,Hras
15464,Hrc
15482,Hspa1l
15492,Hsd3b1
15493,Hsd3b2
15494,Hsd3b3
15495,Hsd3b4
15499,Hsf1
15500,Hsf2
15507,Hspb1
15508,Hsp25-ps1
15510,Hspd1
15512,Hspa2
193740,Hspa1a
15526,Hspa9
15527,Hspa9-ps1
15516,Hsp90ab1
15519,Hsp90aa1
15530,Hspg2
19385,Ranbp1
15547,Trmt2a
15550,Htr1a
15551,Htr1b
15552,Htr1d
15560,Htr2c
15561,Htr3a
15563,Htr5a
15564,Htr5b
15567,Slc6a4
15586,Hyal1
15874,Iapp
15891,Ibsp
15893,Ica1
15894,Icam1
15896,Icam2
15900,Irf8
15901,Id1
15902,Id2
15903,Id3
15925,Ide
15926,Idh1
269951,Idh2
15930,Ido1
15931,Ids
15932,Idua
15950,Ifi203
15951,Ifi204
15985,Cd79b
16000,Igf1
16001,Igf1r
16002,Igf2
16004,Igf2r
16006,Igfbp1
16008,Igfbp2
16009,Igfbp3
16010,Igfbp4
16011,Igfbp5
16012,Igfbp6
238447,Igha
16016,Ighg2b
16017,Ighg1
380797,Ighd
16019,Ighm
16069,Jchain
16071,Igkc
692169,Igkv15-103
692152,Igkv13-84
19664,Rbpj
19665,Rbpj-ps1
19666,Rbpj-ps2
19667,Rbpj-ps3
16136,Igll1
16142,Iglv1
16147,Ihh
16149,Cd74
16153,Il10
16154,Il10ra
16159,Il12a
16160,Il12b
16163,Il13
16175,Il1a
16176,Il1b
12362,Casp1
16177,Il1r1
16178,Il1r2
16181,Il1rn
16183,Il2
16184,Il2ra
16185,Il2rb
16186,Il2rg
16187,Il3
16188,Il3ra
16189,Il4
16191,Il5
16192,Il5ra
16193,Il6
16195,Il6st
16196,Il7
16197,Il7r
16198,Il9
16199,Il9r
16204,Fabp6
23917,Impdh1
226180,Ina
16322,Inha
16323,Inhba
16324,Inhbb
16333,Ins1
16334,Ins2
16337,Insr
16351,Ipp
16362,Irf1
16363,Irf2
109700,Itga1
16398,Itga2
16399,Itga2b
16400,Itga3
16401,Itga4
16402,Itga5
16403,Itga6
16408,Itgal
16409,Itgam
16410,Itgav
16411,Itgax
16412,Itgb1
16414,Itgb2
16416,Itgb3
192897,Itgb4
16419,Itgb5
16420,Itgb6
16421,Itgb7
16423,Cd47
16424,Itih1
16425,Itih2
16426,Itih3
16428,Itk
16434,Itpa
16438,Itpr1
16440,Itpr3
16447,Ivl
16451,Jak1
16452,Jak2
16476,Jun
16477,Junb
16478,Jund
16480,Jup
16483,Kap
16485,Kcna1
16490,Kcna2
16491,Kcna3
16492,Kcna4
16493,Kcna5
16494,Kcna6
16495,Kcna7
16500,Kcnb1
16502,Kcnc1
268345,Kcnc2
16504,Kcnc3
99738,Kcnc4
16506,Kcnd1
16509,Kcne1
16588,Kin
16590,Kit
16653,Kras
16542,Kdr
16661,Krt10
268482,Krt12
16664,Krt14
16665,Krt15
16666,Krt16
16667,Krt17
16668,Krt18
16669,Krt19
107656,Krt9
16678,Krt1
16681,Krt2
16680,Krt84
16682,Krt4
110308,Krt5
110310,Krt7
16691,Krt8
16716,Ky
16728,L1cam
67669,Hikeshi
16765,Stmn1
111186,Stmn1-rs1
16770,Lalba
16777,Lamb1
16783,Lamp1
16784,Lamp2
16816,Lcat
16818,Lck
16819,Lcn2
16828,Ldha
16829,Ldha-ps
16830,Ldha-ps2
277225,Ldha-ps3
16832,Ldhb
16833,Ldhc
16835,Ldlr
16842,Lef1
16852,Lgals1
16854,Lgals3
16866,Lhb
16867,Lhcgr
16870,Lhx2
16878,Lif
16880,Lifr
16889,Lipa
16890,Lipe
16905,Lmna
16906,Lmnb1
16907,Lmnb2
16918,Mycl
16939,Lor
16948,Lox
16952,Anxa1
16956,Lpl
21898,Tlr4
20341,Selenbp1
16971,Lrp1
16976,Lrpap1
16985,Lsp1
16993,Lta4h
17002,Ltf
17005,Ltk
17025,Alad
100043861,Klrb1
17060,Blnk
17068,Ly6d
17067,Ly6c1
17085,Ly9
17095,Lyl1
17096,Lyn
17105,Lyz2
17110,Lyz1
17113,M6pr
17114,M6pr-ps
17118,Marcks
17119,Mxd1
17132,Maf
17133,Maff
17134,Mafg
17136,Mag
17152,Mak
17161,Maoa
109731,Maob
17171,Mas1
17172,Ascl1
17173,Ascl2
17187,Max
17189,Mb
17194,Mbl1
17195,Mbl2
17196,Mbp
17200,Mc2r
17201,Mc3r
328949,Mcc
109904,Mcf2
17224,Mcpt1
17225,Mcpt2
17227,Mcpt4
17228,Cma1
17229,Tpsb2
100503895,Tpsab1
17235,Smcp
17242,Mdk
17245,Mdm1
17246,Mdm2
17254,Slc3a2
17256,Mea1
269682,Golga3
17274,Rab8a
17287,Mep1a
17288,Mep1b
17289,Mertk
17294,Mest
17295,Met
17308,Mgat1
17311,Kitl
17312,Clec10a
17313,Mgp
17314,Mgmt
17319,Mif
17339,Mip
214162,Kmt2a
17380,Mme
17381,Mmp12
17384,Mmp10
17385,Mmp11
17390,Mmp2
17392,Mmp3
17395,Mmp9
17423,Ndst2
17436,Me1
17448,Mdh2
17449,Mdh1
17451,Mos
17454,Mov10
17472,Gbp4
268395,Mpg
110119,Mpi
17480,Mpl
17523,Mpo
17527,Mpv17
17533,Mrc1
17357,Marcksl1
111005,Marcksl1-ps1
111009,Marcksl1-ps2
111002,Marcksl1-ps4
17695,Msmb
17698,Msn
17701,Msx1
17702,Msx2
17748,Mt1
17750,Mt2
17751,Mt3
17756,Map2
17758,Map4
17762,Mapt
17829,Muc1
17840,Mup1
17841,Mup2
17842,Mup3
17843,Mup4
17850,Mmut
17857,Mx1
17858,Mx2
17859,Mxi1
17863,Myb
17869,Myc
17877,Myf5
17878,Myf6
17888,Myh6
17896,Myl4
17897,Myl3
17901,Myl1
17902,Mylf-ps
17906,Myl2
17907,Mylpf
17927,Myod1
17928,Myog
17960,Nat1
17967,Ncam1
17968,Ncam2
17969,Ncf1
17970,Ncf2
17975,Ncl
17984,Ndn
17996,Neb
17997,Nedd1
12366,Casp2
17999,Nedd4
18000,Septin2
18002,Nedd8
18003,Nedd9
18004,Nek1
18010,Neu1
18015,Nf1
18016,Nf2
18022,Nfe2
380684,Nefh
18032,Nfix
18033,Nfkb1
18039,Nefl
18040,Nefm
18044,Nfya
18045,Nfyb
18048,Klk1b4
18049,Ngf
18050,Klk1b3
18053,Ngfr
18072,Nhlh2
18073,Nid1
18087,Nktr
18088,Nkx2-2
18089,Nkx2-3
228731,Nkx2-4
18091,Nkx2-5
18092,Nkx2-6
18095,Nkx3-1
18102,Nme1
18103,Nme2
18109,Mycn
18119,Nodal
18125,Nos1
18126,Nos2
18127,Nos3
18128,Notch1
18129,Notch2
18950,Pnp
230899,Nppa
18158,Nppb
18159,Nppc
18605,Enpp1
18160,Npr1
230103,Npr2
18162,Npr3
109648,Npy
18176,Nras
18178,Nras-ps2
20493,Slc10a1
18205,Ntf3
78405,Ntf5
18211,Ntrk1
18212,Ntrk2
18213,Ntrk3
18216,Ntsr1
18220,Nucb1
18242,Oat
635275,Oat-rs1
330908,Opcml
18261,Ocm
18263,Odc1
18285,Odf1
23960,Oas1g
23961,Oas1b
18317,Olfr2
17441,Mog
18378,Omp
18386,Oprd1
18387,Oprk1
18389,Oprl1
18390,Oprm1
18405,Orm1
18406,Orm2
18407,Orm3
76303,Osbp
18416,Otc
18423,Otx1
18424,Otx2
18429,Oxt
18431,Oca2
18451,P4ha1
18453,P4hb
18478,Pah
18484,Pam
18489,Reg3b
18491,Pappa
18503,Pax1
18504,Pax2
18505,Pax3
18506,Pax4
18507,Pax5
18508,Pax6
18509,Pax7
18510,Pax8
18511,Pax9
18514,Pbx1
18516,Pbx3
110821,Pcca
18534,Pck1
18537,Pcmt1
18538,Pcna
18539,Pcna-ps1
18540,Pcna-ps2
18545,Pcp2
18546,Pcp4
18548,Pcsk1
18549,Pcsk2
18550,Furin
18551,Pcsk4
18552,Pcsk5
18555,Cdk16
237459,Cdk17
18557,Cdk18
18563,Pcx
18574,Pde1b
225600,Pde6a
18587,Pde6b
18588,Pde6g
18590,Pdgfa
18591,Pdgfb
18595,Pdgfra
18596,Pdgfrb
18597,Pdha1
18598,Pdha2
18610,Pdyn
18613,Pecam1
18617,Rhox5
18624,Pepd
18636,Cfp
18641,Pfkl
18642,Pfkm
18643,Pfn1
18645,Pfn2
18646,Prf1
18648,Pgam1
110208,Pgd
18655,Pgk1
18656,Pgk1-ps1
100416868,Pgk1-ps3
668435,Pgk1-rs7
18663,Pgk2
66681,Pgm2
72157,Pgm1
109785,Pgm3
18667,Pgr
18669,Abcb1b
18670,Abcb4
18671,Abcb1a
18673,Phb
18679,Phka1
110094,Phka2
102093,Phkb
18682,Phkg1
18708,Pik3r1
18712,Pim1
18715,Pim2
18736,Pou1f1
18746,Pkm
18747,Prkaca
100418072,Prkaca-ps1
18749,Prkacb
18750,Prkca
18751,Prkcb
18752,Prkcg
18753,Prkcd
18754,Prkce
18755,Prkch
18761,Prkcq
18762,Prkcz
18763,Pkd1
18770,Pklr
18775,Prl3d1
18776,Prl3b1
18787,Serpine1
18788,Serpinb2
18791,Plat
18792,Plau
18793,Plaur
18795,Plcb1
18799,Plcd1
18803,Plcg1
234779,Plcg2
18811,Prl2c2
18814,Prl7d1
18815,Plg
18817,Plk1
18821,Pln
18823,Plp1
110312,Pmch
18858,Pmp22
18933,Prrx1
69060,Pnlip
18946,Pnliprp1
18948,Pnmt
18970,Polb
18971,Pold1
18976,Pomc
18984,Por
19011,Endou
19016,Pparg
19025,Ctsa
268373,Ppia
19035,Ppib
19038,Ppic
19064,Ppy
19073,Srgn
19075,Prim1
19076,Prim2
19085,Prkar1b
19088,Prkar2b
19109,Prl
19116,Prlr
19118,Prm1
19119,Prm2
111368,Prn
19122,Prnp
19125,Prodh
19123,Proc
19130,Prox1
19131,Prh1
19132,Prph
19139,Prps1
110639,Prps2
19156,Psap
19194,Bpifa2
100678,Psph
19205,Ptbp1
19216,Ptger1
19217,Ptger2
19218,Ptger3
19220,Ptgfr
19224,Ptgs1
19225,Ptgs2
19226,Pth
19227,Pthlh
19228,Pth1r
19231,Ptma
19242,Ptn
19246,Ptpn1
19255,Ptpn2
19259,Ptpn5
19262,Ptpra
19263,Ptprb
19264,Ptprc
19265,Ptprcap
19266,Ptprd
19267,Ptpre
19270,Ptprg
19280,Ptprs
19283,Ptprz1
19293,Pvalb
19294,Nectin2
19296,Pvt1
110078,Pygb
110095,Pygl
19309,Pygm
67895,Ppa1
110391,Qdpr
19317,Qk
107508,Eprs
19324,Rab1a
19339,Rab3a
19340,Rab3d
19353,Rac1
19354,Rac2
110157,Raf1
19373,Rag1
19374,Rag2
19383,Raly
20516,Slc20a2
109905,Rap1a
76108,Rap2a
19401,Rara
218772,Rarb
19411,Rarg
218397,Rasa1
19645,Rb1
19659,Rbp1
19660,Rbp2
19661,Rbp3
19662,Rbp4
19674,Rcvrn
19684,Rdx
19361,Rad51
19687,Rfc1
19692,Reg1
19693,Reg2
19696,Rel
19701,Ren1
19713,Ret
19720,Trim27
19744,Rheb
212541,Rho
19752,Rnase1
19771,Rlbp1
19773,Rln1
19775,Xpr1
19782,Rmrp
19802,Rn4.5s-ps3
19803,Rn4.5s-ps4
19799,Rn4.5s
19800,Rn4.5s-ps1
19801,Rn4.5s-ps2
19804,Rn5s
103948,Rn7s1
103949,Rn7s2
19826,Rnps1
108637,Snord14c
19842,Rnu1a1
19844,Rnu1b1
19848,Rnu2-10
19850,Rnu3a
19853,Rnu3b-ps2
19854,Rnu3b-ps3
19858,Rnu3b1
19859,Rnu3b2
19860,Rnu3b3
19861,Rnu3b4
19862,Rnu6
19864,Rnu6-ps2
19866,Rnu7
19867,Rnu7-ps1
19868,Rnu7-ps2
19872,Rny1
19881,Rom1
19886,Ros1
19892,Rpe65
269261,Rpl12
